224.45499999999998,11503.625
758881.6390000008,20098419.625
165656.05500000025,1390486.875
161681.4149999999,1429792.125
161290.71400000012,1414315.625
163397.4629999997,1439241.375
160953.139,1437307.25
160948.59600000022,1411080.0
161009.51600000006,1409407.875
160415.41299999994,1405442.125
160209.10199999987,1407078.0
160631.70599999995,1425305.875
158564.8509999997,1416949.375
159713.868,1396438.375
157029.04999999976,1402619.875
158847.91299999994,1403306.5
160375.155,1435823.5
